auth, geo, gen, feat
11246.596437, 0.252670, 0.573947, 0.428571
8541.820871, 0.059150, 0.573947, 0.428571
13493.538906, 0.861626, 0.573947, 0.642857
13493.538906, 0.792732, 0.573947, 0.857143
8541.820871, 0.158176, 0.573947, 0.142857
13493.538906, 0.688067, 0.573947, 0.428571
11246.596437, 0.180702, 0.573947, 0.285714
10084.613568, 0.171189, 0.573947, 0.714286
10084.613568, 0.122055, 0.573947, 0.714286
11246.596437, 0.160992, 0.573947, 0.428571
13493.538906, 0.434261, 0.573947, 0.428571
11246.596437, 0.210341, 0.517491, 0.714286
10084.613568, 0.040891, 0.573947, 0.428571
2457.693091, 0.030810, 0.000000, 0.285714
10084.613568, 0.183697, 0.573947, 0.571429
13493.538906, 0.852312, 0.573947, 0.642857
13493.538906, 0.741243, 0.573947, 0.357143
13493.538906, 0.760960, 0.573947, 0.428571
13493.538906, 0.633809, 0.573947, 0.428571
8541.820871, 0.113504, 0.573947, 0.428571
11246.596437, 0.207946, 0.517491, 0.714286
13493.538906, 0.804273, 0.573947, 0.857143
11246.596437, 0.298871, 0.517491, 0.285714
13493.538906, 0.681057, 0.573947, 0.857143
5913.805019, 0.037451, 0.117005, 0.000000
11246.596437, 0.147187, 0.573947, 0.714286
11246.596437, 0.234497, 0.573947, 0.428571
13493.538906, 0.537157, 0.573947, 0.428571
8541.820871, 0.234145, 0.573947, 0.142857
5913.805019, 0.077099, 0.117005, 0.000000
13493.538906, 0.864819, 0.573947, 0.714286
8541.820871, 0.132822, 0.573947, 0.142857
11246.596437, 0.280652, 0.517491, 0.357143
8541.820871, 0.119312, 0.573947, 0.142857
11246.596437, 0.196122, 0.573947, 0.571429
13493.538906, 0.644916, 0.573947, 0.642857
13493.538906, 0.576101, 0.573947, 0.571429
11246.596437, 0.110011, 0.573947, 0.285714
13493.538906, 0.444066, 0.573947, 0.142857
3745.433059, 0.116142, 0.297012, 0.142857
11246.596437, 0.213547, 0.573947, 0.428571
11246.596437, 0.191231, 0.573947, 0.428571
2966.168814, 0.091750, 0.117005, 0.000000
13493.538906, 0.184763, 0.573947, 0.714286
6536.035258, 0.167198, 0.517491, 0.428571
11246.596437, 0.222419, 0.573947, 0.000000
11246.596437, 0.234306, 0.573947, 0.714286
11246.596437, 0.373834, 0.573947, 0.428571
13493.538906, 0.623310, 0.573947, 0.642857
13493.538906, 0.499720, 0.573947, 0.071429
13493.538906, 0.527850, 0.573947, 0.142857
13493.538906, 0.418030, 0.456942, 0.142857
11246.596437, 0.196100, 0.573947, 0.571429
6536.035258, 0.144194, 0.517491, 0.428571
13493.538906, 0.562196, 0.573947, 0.571429
3745.433059, 0.183016, 0.203860, 0.142857
13493.538906, 0.464476, 0.573947, 0.571429
11246.596437, 0.279500, 0.573947, 0.428571
3745.433059, 0.117318, 0.297012, 0.285714
1073.485978, 0.029396, 0.000000, 0.000000
13493.538906, 0.290246, 0.573947, 0.571429
11246.596437, 0.040319, 0.456942, 0.428571
11246.596437, 0.269486, 0.573947, 0.428571
13493.538906, 0.656820, 0.573947, 0.428571
11246.596437, 0.288947, 0.573947, 0.285714
3745.433059, 0.098592, 0.203860, 0.071429
11246.596437, 0.251577, 0.573947, 0.285714
13493.538906, 0.819281, 0.604059, 0.500000
13493.538906, 0.750048, 0.604059, 0.714286
3233.341397, 0.099054, 0.070678, 0.285714
13493.538906, 0.636179, 0.621450, 0.571429
11246.596437, 0.140587, 0.573947, 0.428571
10084.613568, 0.163238, 0.621450, 0.428571
10084.613568, 0.108066, 0.631958, 0.428571
11246.596437, 0.104564, 0.573947, 0.571429
13493.538906, 0.379630, 0.621450, 0.571429
11246.596437, 0.184580, 0.517491, 0.714286
10084.613568, 0.048396, 0.573947, 0.571429
8541.820871, 0.038535, 0.573947, 0.285714
10084.613568, 0.228058, 0.573947, 0.285714
13493.538906, 0.806085, 0.604059, 0.642857
13493.538906, 0.690401, 0.604059, 0.500000
13493.538906, 0.713067, 0.621450, 0.571429
13493.538906, 0.590319, 0.621450, 0.571429
