auth, geo, gen, feat
0.999966, 0.102505, 0.203860, 0.214286
0.944268, 0.107680, 0.203860, 0.714286
0.944271, 0.076884, 0.203860, 0.857143
0.944258, 0.123257, 0.203860, 0.857143
0.944285, 0.156587, 0.203860, 0.142857
0.944285, 0.262828, 0.203860, 0.857143
0.944285, 0.270201, 0.203860, 0.500000
0.944271, 0.076962, 0.203860, 0.714286
0.944285, 0.174099, 0.203860, 0.285714
0.944285, 0.545146, 0.203860, 0.285714
0.981409, 0.136773, 0.203860, 0.571429
0.944285, 0.097590, 0.203860, 0.285714
0.944285, 0.271204, 0.203860, 0.571429
0.999966, 0.057832, 0.203860, 0.142857
0.944285, 0.261152, 0.203860, 0.285714
0.944285, 0.157297, 0.203860, 0.428571
0.944284, 0.100204, 0.203860, 0.714286
0.970378, 0.201804, 0.203860, 0.571429
0.981409, 0.568538, 0.203860, 0.285714
0.944285, 0.383683, 0.203860, 0.285714
0.944285, 0.244098, 0.203860, 0.285714
0.944285, 0.173824, 0.203860, 0.285714
0.944285, 0.245278, 0.203860, 0.642857
0.944285, 0.057756, 0.203860, 0.428571
0.944258, 0.133551, 0.203860, 0.214286
0.944285, 0.279203, 0.203860, 0.285714
0.970378, 0.225275, 0.203860, 0.285714
0.999966, 0.063584, 0.203860, 0.285714
0.944285, 0.254623, 0.203860, 0.571429
0.981409, 0.117343, 0.203860, 0.285714
0.944285, 0.152693, 0.203860, 0.571429
0.944285, 0.275557, 0.203860, 0.214286
0.944278, 0.066196, 0.203860, 0.857143
0.944285, 0.144699, 0.203860, 0.285714
0.999966, 0.096185, 0.203860, 0.285714
0.944253, 0.073213, 0.203860, 0.000000
0.944285, 0.733776, 0.203860, 0.428571
0.944285, 0.138312, 0.203860, 0.142857
0.944247, 0.234696, 0.203860, 0.285714
0.970378, 0.185534, 0.203860, 0.285714
0.944285, 0.432023, 0.203860, 0.142857
0.944285, 0.182383, 0.203860, 0.142857
0.944285, 0.294122, 0.203860, 0.571429
0.944285, 0.235139, 0.203860, 0.714286
0.944284, 0.101336, 0.203860, 0.571429
0.970378, 0.145797, 0.203860, 0.285714
0.999966, 0.067700, 0.203860, 0.428571
0.944285, 0.109950, 0.203860, 0.142857
0.944285, 0.152262, 0.203860, 0.285714
0.944285, 0.264795, 0.203860, 0.142857
0.944285, 0.088590, 0.203860, 0.714286
0.944285, 0.497065, 0.203860, 0.285714
0.944285, 0.120119, 0.203860, 0.285714
0.944285, 0.129938, 0.203860, 0.285714
0.944278, 0.059980, 0.203860, 0.857143
0.944285, 0.120301, 0.203860, 0.857143
0.970373, 0.163715, 0.203860, 0.571429
0.944285, 0.195419, 0.203860, 0.357143
0.944285, 0.092085, 0.203860, 0.428571
0.944285, 0.258452, 0.203860, 0.500000
0.999966, 0.102231, 0.203860, 0.142857
0.944285, 0.273824, 0.203860, 0.714286
0.944285, 0.278845, 0.203860, 0.285714
0.951835, 0.110556, 0.203860, 0.428571
0.944258, 0.134691, 0.203860, 0.571429
0.944285, 0.150307, 0.203860, 0.285714
0.944285, 0.257596, 0.203860, 0.642857
0.944285, 0.131514, 0.203860, 0.642857
0.944285, 0.116996, 0.203860, 0.571429
0.621474, 0.003661, 0.000000, 0.071429
1.000000, 0.226592, 0.403493, 0.285714
0.922451, 0.156937, 0.215456, 0.357143
