auth, geo, gen, feat
7.560487, 0.157884, 0.140283, 0.220000
7.870720, 0.113875, 0.228854, 0.526667
7.960190, 0.465976, 0.337032, 0.686667
7.560493, 0.357575, 0.140283, 0.486667
7.560493, 0.320053, 0.140283, 0.486667
7.560493, 0.214363, 0.140283, 0.460000
7.560493, 0.277773, 0.140283, 0.480000
7.560493, 0.163881, 0.140283, 0.386667
6.069613, 0.012485, 0.000000, 0.526667
7.560493, 0.294729, 0.140283, 0.506667
7.870720, 0.164702, 0.337032, 0.486667
8.110705, 0.091304, 0.337032, 0.560000
7.560493, 0.281959, 0.140283, 0.460000
7.960190, 0.094045, 0.337032, 0.586667
7.560493, 0.201098, 0.140283, 0.406667
7.560493, 0.285524, 0.140283, 0.580000
7.560440, 0.087028, 0.140283, 0.380000
7.560493, 0.167593, 0.140283, 0.580000
8.110705, 0.146861, 0.337032, 0.686667
7.658821, 0.193106, 0.228854, 0.686667
7.560493, 0.744519, 0.140283, 0.566667
7.560493, 0.188961, 0.140283, 0.640000
7.658770, 0.168336, 0.337032, 0.606667
7.870720, 0.118157, 0.337032, 0.560000
7.560493, 0.534683, 0.140283, 0.586667
7.560493, 0.225644, 0.140283, 0.546667
7.560493, 0.335872, 0.140283, 0.466667
7.560493, 0.272909, 0.140283, 0.280000
7.560487, 0.157271, 0.140283, 0.486667
7.870720, 0.094132, 0.337032, 0.606667
8.110705, 0.115095, 0.337032, 0.540000
7.560493, 0.172767, 0.140283, 0.606667
7.560493, 0.173224, 0.140283, 0.573333
7.560493, 0.276160, 0.140283, 0.606667
7.560493, 0.133048, 0.140283, 0.226667
7.560493, 0.536024, 0.140283, 0.526667
7.560493, 0.165169, 0.140283, 0.466667
7.560493, 0.173683, 0.140283, 0.573333
7.560440, 0.094235, 0.140283, 0.380000
7.560493, 0.160110, 0.140283, 0.300000
7.870677, 0.152811, 0.337032, 0.480000
7.560493, 0.236999, 0.140283, 0.580000
7.560493, 0.192641, 0.140283, 0.486667
7.560493, 0.282943, 0.140283, 0.440000
8.110705, 0.165187, 0.337032, 0.740000
7.560493, 0.290878, 0.140283, 0.460000
7.560493, 0.296635, 0.140283, 0.526667
7.720316, 0.017344, 0.337032, 0.466667
6.069613, 0.016167, 0.000000, 0.406667
7.560493, 0.198913, 0.140283, 0.480000
7.560493, 0.282638, 0.140283, 0.400000
7.560493, 0.149964, 0.140283, 0.540000
7.560493, 0.174949, 0.140283, 0.520000
7.092222, 0.107101, 0.155596, 0.560000
7.092222, 0.114635, 0.125884, 0.440000
7.481948, 0.167399, 0.340059, 0.526667
6.483203, 0.017537, 0.014148, 0.366667
7.092222, 0.403314, 0.155596, 0.440000
7.960407, 0.254147, 0.434008, 0.460000
7.183610, 0.066035, 0.100852, 0.453333
7.092222, 0.115695, 0.125884, 0.480000
8.110921, 0.211580, 0.434008, 0.386667
7.092222, 0.104982, 0.155596, 0.320000
7.092222, 0.087083, 0.155596, 0.373333
7.130515, 0.056738, 0.143478, 0.400000
7.870936, 0.314796, 0.228854, 0.546667
7.960407, 0.659319, 0.397314, 0.426667
7.092222, 0.241745, 0.155596, 0.426667
7.092222, 0.121754, 0.155596, 0.366667
6.483203, 0.017390, 0.014148, 0.420000
7.092222, 0.088734, 0.155596, 0.480000
7.092222, 0.112402, 0.155596, 0.406667
7.560493, 0.214184, 0.140283, 0.446667
7.092222, 0.124213, 0.125884, 0.366667
7.870936, 0.357967, 0.397314, 0.326667
8.110921, 0.208809, 0.397314, 0.300000
7.092222, 0.098122, 0.155596, 0.440000
7.960407, 0.256928, 0.457555, 0.446667
5.898707, 0.004974, 0.014148, 0.486667
7.092222, 0.122647, 0.125884, 0.420000
7.336960, 0.124263, 0.205365, 0.540000
7.183610, 0.039748, 0.100852, 0.460000
8.110921, 0.252691, 0.434008, 0.426667
7.659037, 0.141252, 0.228854, 0.366667
7.092222, 0.578165, 0.155596, 0.486667
6.618880, 0.018307, 0.014148, 0.420000
7.658987, 0.364301, 0.337032, 0.446667
7.870936, 0.312001, 0.397314, 0.460000
7.092222, 0.346209, 0.155596, 0.366667
6.483203, 0.026222, 0.014148, 0.326667
7.092222, 0.140703, 0.155596, 0.486667
7.092222, 0.079129, 0.099955, 0.500000
7.130515, 0.055889, 0.125884, 0.466667
7.870936, 0.276941, 0.397314, 0.506667
